  Sc.N.8:     1.55593e-09     9.70139e-09     4.31846e-08     1.52592e-07     4.37709e-07     1.02603e-06     1.98510e-06     3.21397e-06     4.41746e-06     5.22126e-06     5.36336e-06     4.82633e-06     3.82382e-06     2.67046e-06     1.63592e-06     8.65257e-07     3.80594e-07     1.28324e-07     2.79311e-08     2.74197e-09     5.71598e-11
  Sc.N.9:     8.74078e-10     5.50565e-09     2.48398e-08     8.95386e-08     2.65063e-07     6.50628e-07     1.33677e-06     2.32594e-06     3.46969e-06     4.48811e-06     5.08286e-06     5.07800e-06     4.49740e-06     3.53594e-06     2.45697e-06     1.48616e-06     7.54295e-07     2.96121e-07     7.55545e-08     8.68136e-09     2.08026e-10
 Sc.N.10:     4.93326e-10     3.13505e-09     1.43233e-08     5.25947e-08     1.60121e-07     4.08990e-07     8.84637e-07     1.63705e-06     2.61962e-06     3.66162e-06     4.51001e-06     4.92952e-06     4.80404e-06     4.18023e-06     3.23440e-06     2.19286e-06     1.25630e-06     5.60523e-07     1.63228e-07     2.13258e-08     5.70651e-10
   11deg:     6.92976e-07     3.33949e-06     1.37942e-05     4.13775e-05     6.72334e-05     4.70445e-05     3.64349e-05     3.79978e-05     3.69360e-05     3.35256e-05     2.88961e-05     2.35884e-05     1.80449e-05     1.28036e-05     8.32613e-06     4.86199e-06     2.44760e-06     9.76015e-07     2.58124e-07     3.11631e-08     7.85777e-10
  Sc.N.0:     6.92976e-07     3.33949e-06     1.37942e-05     4.13775e-05     6.72334e-05     4.70445e-05     3.64349e-05     3.79978e-05     3.69360e-05     3.35256e-05     2.88961e-05     2.35884e-05     1.80449e-05     1.28036e-05     8.32613e-06     4.86199e-06     2.44760e-06     9.76015e-07     2.58124e-07     3.11631e-08     7.85777e-10
  Sc.N.0:     3.59997e-07     1.66888e-06     6.89434e-06     2.04043e-05     2.97371e-05     1.02970e-05     2.39865e-07     4.25005e-11     1.16131e-18     4.41000e-33     7.74361e-60    8.79804e-109    1.21481e-197     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
  Sc.N.1:     1.89542e-07     8.96604e-07     3.68731e-06     1.09405e-05     1.66194e-05     7.56443e-06     1.10229e-06     9.67694e-08     4.36906e-09     8.75664e-11     6.50908e-13     1.01881e-15     2.64859e-19     1.87143e-23     6.52809e-29     3.73385e-36     4.92045e-44     2.47620e-54     2.70239e-68     2.63090e-83    6.73494e-103
  Sc.N.2:     7.53007e-08     3.82623e-07     1.56838e-06     4.73890e-06     8.46554e-06     7.84588e-06     5.57838e-06     3.44723e-06     1.64176e-06     5.56373e-07     1.27560e-07     1.88261e-08     1.69034e-09     8.74810e-11     2.45746e-12     3.53146e-14     2.29549e-16     5.17074e-19     3.38777e-22     3.81413e-26     5.72462e-31
  Sc.N.3:     3.29735e-08     1.81669e-07     7.49717e-07     2.33414e-06     4.92826e-06     6.85240e-06     7.13834e-06     5.73763e-06     3.50932e-06     1.62200e-06     5.66431e-07     1.49379e-07     2.95416e-08     4.29981e-09     4.45732e-10     3.13946e-11     1.40497e-12     3.59530e-14     4.39209e-16     1.85085e-18     1.44885e-21
  Sc.N.4:     1.63908e-08     9.52289e-08     3.98687e-07     1.27955e-06     3.01075e-06     5.11112e-06     6.53987e-06     6.49068e-06     5.09494e-06     3.22784e-06     1.68278e-06     7.31279e-07     2.65350e-07     7.94907e-08     1.91931e-08     3.59674e-09     4.93296e-10     4.48810e-11     2.27252e-12     4.61242e-14     1.96082e-16
  Sc.N.5:     8.68860e-09     5.20534e-08     2.21560e-07     7.30992e-07     1.84482e-06     3.52821e-06     5.21879e-06     6.12543e-06     5.84051e-06     4.61631e-06     3.06955e-06     1.73031e-06     8.27388e-07     3.33639e-07     1.11988e-07     3.05397e-08     6.46486e-09     9.73083e-10     8.78458e-11     3.40605e-12     2.87132e-14
  Sc.N.6:     4.73365e-09     2.89320e-08     1.25175e-07     4.23546e-07     1.12577e-06     2.34359e-06     3.87221e-06     5.18445e-06     5.74162e-06     5.35117e-06     4.25054e-06     2.90053e-06     1.70663e-06     8.65139e-07     3.75180e-07     1.36667e-07     4.01739e-08     8.76734e-09     1.19935e-09     7.29980e-11     9.69653e-13
  Sc.N.7:     2.61482e-09     1.62226e-08     7.12846e-08     2.46888e-07     6.84461e-07     1.52254e-06     2.74646e-06     4.08481e-06     5.09558e-06     5.41104e-06     4.94835e-06     3.92917e-06     2.72202e-06     1.64633e-06     8.64397e-07     3.87361e-07     1.42518e-07     3.96453e-08     7.03330e-09     5.60490e-10     9.63071e-12
  Sc.N.8:     1.45718e-09     9.15111e-09     4.08001e-08     1.44389e-07     4.14948e-07     9.74620e-07     1.88886e-06     3.06186e-06     4.21130e-06     4.97857e-06     5.11281e-06     4.59786e-06     3.63895e-06     2.53754e-06     1.55136e-06     8.18338e-07     3.58701e-07     1.20413e-07     2.60738e-08     2.54482e-09     5.27131e-11
  Sc.N.9:     8.17334e-10     5.18609e-09     2.34377e-08     8.46188e-08     2.50949e-07     6.17156e-07     1.27018e-06     2.21304e-06     3.30426e-06     4.27614e-06     4.84311e-06     4.83691e-06     4.28080e-06     3.36178e-06     2.33206e-06     1.40733e-06     7.12058e-07     2.78432e-07     7.07097e-08     8.08287e-09     1.92610e-10
